"Mineral Name","Mineral Name (plain)","IMA Chemistry (HTML)","Chemistry Elements","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Crystal Systems","Space Groups","IMA Mineral Symbol","Paragenetic Modes"
"Manganlotharmeyerite","Manganlotharmeyerite","CaMn<sup>3+</sup><sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>","Ca Mn As O H","2001","Approved","Natrochalcite","tsumcorite","monoclinic","C2/m","Mlmy","Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Manganoarrojadite-(KNa)","Manganoarrojadite-(KNa)","KNa<sub>5</sub>MnFe<sub>13</sub>Al(PO<sub>4</sub>)<sub>11</sub>(PO<sub>3</sub>OH)(OH)<sub>2</sub>","K Na Mn Fe Al P O H","2020","Approved","Arrojadite"," ","monoclinic","Cc","Majd-KNa","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Manganobadalovite","Manganobadalovite","NaNaMn(MgFe<sup>3+</sup>)(AsO<sub>4</sub>)<sub>3</sub>","Na Mn Mg Fe As O","2020","Approved,Pending publication","Alluaudite"," ","monoclinic","C2/c","Mbdl","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Manganoblödite","Manganoblodite","Na<sub>2</sub>Mn(SO<sub>4</sub>)<sub>2</sub>·4H<sub>2</sub>O","Na Mn S O H","2012","Approved","Blödite"," ","monoclinic","P2_1/a","Mblö","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Manganochromite","Manganochromite","Mn<sup>2+</sup>Cr<sub>2</sub>O<sub>4</sub>","Mn Cr O","1975","Approved","Spinel","spinel","cubic","Fd-3m|Fd3m","Mnchr","Abiotic, Secondary; Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
"Manganoeudialyte","Manganoeudialyte","Na<sub>14</sub>Ca<sub>6</sub>Mn<sub>3</sub>Zr<sub>3</sub>[Si<sub>26</sub>O<sub>72</sub>(OH)<sub>2</sub>](H<sub>2</sub>O,Cl,O,OH)<sub>6</sub>","Na Ca Mn Zr Si O H Cl","2009","Approved","Eudialyte"," ","hexagonal","R3m","Meud","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Mangano-ferri-eckermannite","Mangano-ferri-eckermannite","NaNa<sub>2</sub>(Mn<sup>2+</sup><sub>4</sub>Fe<sup>3+</sup>)Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>","Na Mn Fe Si O H","1968","Approved,Redefined","Amphibole","amphibole-group 4 Na","monoclinic","C2/m","Mfeck","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Manganohörnesite","Manganohornesite","Mn<sup>2+</sup><sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>·8H<sub>2</sub>O","Mn As O H","1951","Approved,Renamed","Vivianite","vivianite","monoclinic","P2_1/c","Mhns","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Manganokaskasite","Manganokaskasite","(Mo,Nb)S<sub>2</sub>·(Mn<sub>1-x</sub>Al<sub>x</sub>)(OH)<sub>2+x</sub>","Mo Nb S Mn Al O H","2013","Approved","Valleriite"," ","hexagonal","","Mkks","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Manganokhomyakovite","Manganokhomyakovite","Na<sub>12</sub>Sr<sub>3</sub>Ca<sub>6</sub>Mn<sub>3</sub>Zr<sub>3</sub>W(Si<sub>25</sub>O<sub>73</sub>)(O,OH,H<sub>2</sub>O)<sub>3</sub>(Cl,OH)<sub>2</sub>","Na Sr Ca Mn Zr W Si O H Cl","1998","Approved","Eudialyte","eudialyte","hexagonal","R3m","Mkmy","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Manganokukisvumite","Manganokukisvumite","Na<sub>6</sub>MnTi<sub>4</sub>Si<sub>8</sub>O<sub>28</sub>·4H<sub>2</sub>O","Na Mn Ti Si O H","2002","Approved"," "," ","orthorhombic","Pccn","Mkki","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Manganolangbeinite","Manganolangbeinite","K<sub>2</sub>Mn<sup>2+</sup><sub>2</sub>(SO<sub>4</sub>)<sub>3</sub>","K Mn S O","1924","Approved,Grandfathered","Langbeinite","langbeinite","cubic","P2_13","Mlgb","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Mangano-mangani-ungarettiite","Mangano-mangani-ungarettiite","NaNa<sub>2</sub>(Mn<sup>2+</sup><sub>2</sub>Mn<sup>3+</sup><sub>3</sub>)Si<sub>8</sub>O<sub>22</sub>O<sub>2</sub>","Na Mn Si O","1994","Approved,Redefined","Amphibole","amphibole-group 4 Na","monoclinic","C2/m","Mmu","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Manganonaujakasite","Manganonaujakasite","Na<sub>6</sub>Mn<sup>2+</sup>Al<sub>4</sub>Si<sub>8</sub>O<sub>26</sub>","Na Mn Al Si O","1999","Approved"," "," ","monoclinic","C2/m","Mnj","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Manganoneptunite","Manganoneptunite","KNa<sub>2</sub>LiMn<sup>2+</sup><sub>2</sub>Ti<sub>2</sub>Si<sub>8</sub>O<sub>24</sub>","K Na Li Mn Ti Si O","1923","Approved,Renamed","Neptunite","neptunite","monoclinic","C2/c|Cc","Mnnpt","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Manganonordite-(Ce)","Manganonordite-(Ce)","Na<sub>3</sub>SrCeMn<sup>2+</sup>Si<sub>6</sub>O<sub>17</sub>","Na Sr Ce Mn Si O","1997","Approved","Nordite","nordite","orthorhombic","Pcca","Mnor-Ce","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Manganoquadratite","Manganoquadratite","AgMnAsS<sub>3</sub>","Ag Mn As S","2011","Approved","Quadratite"," ","tetragonal","P4_322","Mqd","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Manganosegelerite","Manganosegelerite","Mn<sup>2+</sup><sub>2</sub>Fe<sup>3+</sup>(PO<sub>4</sub>)<sub>2</sub>(OH)·4H<sub>2</sub>O","Mn Fe P O H","1984","Approved","Overite","overite","orthorhombic","Pbca","Msgl","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Manganosite","Manganosite","MnO","Mn O","1874","Approved,Grandfathered","Rocksalt","periclase","cubic","Fm3m","Mng","Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 5: Initiation of plate tectonics, PM42 - Sea-floor Mn nodules, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Manganostibite","Manganostibite","Mn<sup>2+</sup><sub>7</sub>Sb<sup>5+</sup>As<sup>5+</sup>O<sub>12</sub>","Mn Sb As O","1874","Approved,Grandfathered","Manganostibite"," ","orthorhombic","Ibmm","Mnsb","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 7: Great Oxidation Event, PM46 - Near-surface hydrothermal alterations"
"Manganotychite","Manganotychite","Na<sub>6</sub>Mn<sup>2+</sup><sub>2</sub>(CO<sub>3</sub>)<sub>4</sub>(SO<sub>4</sub>)","Na Mn C O S","1989","Approved","Northupite","northupite","cubic","Fd3","Mtyc","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Manganvesuvianite","Manganvesuvianite","Ca<sub>19</sub>Mn<sup>3+</sup>Al<sub>10</sub>Mg<sub>2</sub>(SiO<sub>4</sub>)<sub>10</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>4</sub>O(OH)<sub>9</sub>","Ca Mn Al Mg Si O H","2000","Approved","Vesuvianite","vesuvianite","tetragonal","P4/n","Mnves","Abiotic, Secondary; Stage 3b: Earth's earliest hydrosphere, PM13 - Hadean serpentinization, Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Mangazeite","Mangazeite","Al<sub>2</sub>(SO<sub>4</sub>)(OH)<sub>4</sub>·3H<sub>2</sub>O","Al S O H","2005","Approved"," "," ","triclinic","","Mgz","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Manitobaite","Manitobaite","Na<sub>16</sub>Mn<sup>2+</sup><sub>25</sub>Al<sub>8</sub>(PO<sub>4</sub>)<sub>30</sub>","Na Mn Al P O","2008","Approved","Alluaudite-Manitobaite"," ","monoclinic","Pc","Mtb","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Manjiroite","Manjiroite","Na(Mn<sup>4+</sup><sub>7</sub>Mn<sup>3+</sup>)O<sub>16</sub>","Na Mn O","1966","Approved","Coronadite","coronadite","tetragonal","","Mji","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Mannardite","Mannardite","Ba(Ti<sub>6</sub>V<sup>3+</sup><sub>2</sub>)O<sub>16</sub>","Ba Ti V O","1983","Approved","Coronadite","coronadite","tetragonal","I4/m|P4/m, I4_1/a","Man","Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Mansfieldite","Mansfieldite","Al(AsO<sub>4</sub>)·2H<sub>2</sub>O","Al As O H","1948","Approved,Grandfathered"," ","scorodite","orthorhombic","Pbca","Mfd","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, Stage 7: Great Oxidation Event, PM46 - Near-surface hydrothermal alterations"
"Mantienneite","Mantienneite","KMg<sub>2</sub>Al<sub>2</sub>Ti(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>3</sub>·15H<sub>2</sub>O","K Mg Al Ti P O H","1983","Approved"," ","mantienneite","orthorhombic","Pbca","Mtin","Abiotic, Biotic, Primary, Secondary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Maohokite","Maohokite","MgFe<sub>2</sub>O<sub>4</sub>","Mg Fe O","2017","Approved","Post-spinel"," ","orthorhombic","Pnma","Mhk","Abiotic; Stage 4a: Earth's earliest continental crust, PM30 - Terrestrial impact minerals"
"Maoniupingite-(Ce)","Maoniupingite-(Ce)","(Ce,Ca)<sub>4</sub>(Fe<sup>3+</sup>,Ti,Fe<sup>2+</sup>,<span style=""border: 1px solid #333; font-size:7px;"">   </span>)(Ti,Fe<sup>3+</sup>,Fe<sup>2+</sup>,Nb)<sub>4</sub>Si<sub>4</sub>O<sub>22</sub>","Ce Ca Fe Ti Nb Si O","2003","Approved","Chevkinite","chevkinite","monoclinic","C2/m","Mao-Ce","Abiotic, Biotic, Primary, Secondary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, PM35 - Ultra-alkali and agpaitic igneous rocks, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Mapimite","Mapimite","Zn<sub>2</sub>Fe<sup>3+</sup><sub>3</sub>(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>4</sub>·10H<sub>2</sub>O","Zn Fe As O H","1978","Approved"," "," ","monoclinic","Cm","Mpm","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Mapiquiroite","Mapiquiroite","(Sr,Pb)(U,Y)Fe<sub>2</sub>(Ti,Fe<sup>3+</sup>)<sub>18</sub>O<sub>38</sub>","Sr Pb U Y Fe Ti O","2013","Approved","Crichtonite"," ","hexagonal","R-3","Mpq","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Marathonite","Marathonite","Pd<sub>25</sub>Ge<sub>9</sub>","Pd Ge","2016","Approved","Not in a structural group"," ","hexagonal","P3","Mth","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM37 - Layered igneous formations"
"Marcasite","Marcasite","FeS<sub>2</sub>","Fe S","0","Approved,Grandfathered","Marcasite","Marcasite-Löllingite-marcasite subgroup","orthorhombic","Pnnm|Pmnn","Mrc","Abiotic, Biotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM11 - Volcanic fumarole minerals, Stage 3b: Earth's earliest hydrosphere, PM15 - Black smokers, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM49 - Oxic cellular biomineralization, PM50 - Coal and/or oil shale minerals, PM53 - Other minerals with taphonomic origins, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals, PM55 - Anthropogenic mine minerals"
"Marchettiite","Marchettiite","C<sub>5</sub>H<sub>7</sub>N<sub>5</sub>O<sub>3</sub>","C H N O","2017","Approved,Pending publication"," "," ","triclinic","P-1","Mht","Biotic, Secondary; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM52 - Guano- and urine-derived minerals"
"Marcobaldiite","Marcobaldiite","Pb<sub>12</sub>(Sb<sub>3</sub>As<sub>2</sub>Bi)<sub>Σ6</sub>S<sub>21</sub>","Pb Sb As Bi S","2015","Approved","Geocronite"," ","triclinic","P-1","Mcb","Abiotic, Primary; Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits"
"Marécottite","Marecottite","Mg<sub>3</sub>O<sub>6</sub>(UO<sub>2</sub>)<sub>8</sub>(SO<sub>4</sub>)<sub>4</sub>(OH)<sub>2</sub>·28H<sub>2</sub>O","Mg O U S H","2001","Approved"," ","zippeite","triclinic","P-1","Mco","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
"Margaritasite","Margaritasite","Cs<sub>2</sub>(UO<sub>2</sub>)<sub>2</sub>(VO<sub>4</sub>)<sub>2</sub>·H<sub>2</sub>O","Cs U O V H","1980","Approved","Sengierite","carnotite","monoclinic","P2_1/a","Mgt","Abiotic, Secondary; Stage 3b: Earth's earliest hydrosphere, PM16 - Low-T aqueous alteration"
"Margarite","Margarite","CaAl<sub>2</sub>Si<sub>2</sub>Al<sub>2</sub>O<sub>10</sub>(OH)<sub>2</sub>","Ca Al Si O H","1821","Approved","Mica, Clay","mica-brittle micas","monoclinic","Cc","Mrg","Abiotic, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
"Margarosanite","Margarosanite","Ca<sub>2</sub>PbSi<sub>3</sub>O<sub>9</sub>","Ca Pb Si O","1916","Approved,Grandfathered","Margarosanite"," ","triclinic","P-1","Mga","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Mariakrite","Mariakrite","[Ca<sub>4</sub>Al<sub>2</sub>(OH)<sub>12</sub>(H<sub>2</sub>O)<sub>4</sub>][Fe<sub>2</sub>S<sub>4</sub>]","Ca Al O H Fe S","2022","Approved,Pending publication","Hydrotalcite"," ","triclinic","P-1","Mari","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration"
"Marialite","Marialite","Na<sub>4</sub>Al<sub>3</sub>Si<sub>9</sub>O<sub>24</sub>Cl","Na Al Si O Cl","1866","Approved,Grandfathered","Scapolite","scapolite","tetragonal","I4/m|P4_2/n","Mar","Abiotic, Primary, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, PM10 - Basalt-hosted zeolite minerals, Stage 3b: Earth's earliest hydrosphere, PM16 - Low-T aqueous alteration, Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM25 - Evaporites (prebiotic), PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
"Marićite","Maricite","NaFe<sup>2+</sup>(PO<sub>4</sub>)","Na Fe P O","1976","Approved"," ","triphylite","orthorhombic","Pmnb","Mrć","Abiotic, Primary; Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, Stage 4a: Earth's earliest continental crust, PM21 - Chemical precipitation"
"Maricopaite","Maricopaite","Ca<sub>2</sub>Pb<sub>7</sub>(Si<sub>36</sub>Al<sub>12</sub>)O<sub>99</sub>·n(H<sub>2</sub>O,OH)","Ca Pb Si Al O H","1985","Approved","Mordenite","zeolite","orthorhombic","Cm2m","Mrp","Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Mariinskite","Mariinskite","BeCr<sub>2</sub>O<sub>4</sub>","Be Cr O","2011","Approved","Olivine"," ","orthorhombic","Pnma|P2_12_12_1","Mii","Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks"
"Marinaite","Marinaite","Cu<sub>2</sub>Fe<sup>3+</sup>O<sub>2</sub>(BO<sub>3</sub>)","Cu Fe O B","2016","Approved,Pending publication","Ludwigite"," ","monoclinic","P2_1/c","Mr","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Marinellite","Marinellite","Na<sub>42</sub>Ca<sub>6</sub>Al<sub>36</sub>Si<sub>36</sub>O<sub>144</sub>(SO<sub>4</sub>)<sub>8</sub>Cl<sub>2</sub>·6H<sub>2</sub>O","Na Ca Al Si O S Cl H","2002","Approved","Cancrinite-sodalite","cancrinite-sodalite-cancrinite subgroup","hexagonal","P31c","Mrn","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Markascherite","Markascherite","Cu<sub>3</sub>(MoO<sub>4</sub>)(OH)<sub>4</sub>","Cu Mo O H","2010","Approved","Not in a structural group"," ","monoclinic","P2_1/m","Mac","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Markcooperite","Markcooperite","Pb<sub>2</sub>(UO<sub>2</sub>)TeO<sub>6</sub>","Pb U O Te","2009","Approved"," "," ","monoclinic","P2_1/c","Mcp","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Markeyite","Markeyite","Ca<sub>9</sub>(UO<sub>2</sub>)<sub>4</sub>(CO<sub>3</sub>)<sub>13</sub>·28H<sub>2</sub>O","Ca U O C H","2017","Approved","Markeyite"," ","orthorhombic","Pmmn","Mk","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Markhininite","Markhininite","TlBi(SO<sub>4</sub>)<sub>2</sub>","Tl Bi S O","2012","Approved"," "," ","triclinic","P-1","Mkh","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Marklite","Marklite","Cu<sub>5</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>6</sub>·6H<sub>2</sub>O","Cu C O H","2015","Approved,Pending publication","Not in a structural group"," ","monoclinic","P2_1/c","Mkl","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
"Marokite","Marokite","CaMn<sup>3+</sup><sub>2</sub>O<sub>4</sub>","Ca Mn O","1963","Approved","Post-spinel"," ","orthorhombic","Pbcm","Mro","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Marrite","Marrite","AgPbAsS<sub>3</sub>","Ag Pb As S","1905","Approved,Grandfathered"," "," ","monoclinic","P2_1/a","Mrr","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Marrucciite","Marrucciite","Hg<sub>3</sub>Pb<sub>16</sub>Sb<sub>18</sub>S<sub>46</sub>","Hg Pb Sb S","2006","Approved"," "," ","monoclinic","C2/m","Mru","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Marshite","Marshite","CuI","Cu I","1892","Approved,Grandfathered","Sphalerite","nantokite","cubic","F-43m","Msh","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Marsturite","Marsturite","NaCaMn<sup>2+</sup><sub>3</sub>Si<sub>5</sub>O<sub>14</sub>(OH)","Na Ca Mn Si O H","1977","Approved","Rhodonite","rhodonite","triclinic","P-1","Msr","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Marthozite","Marthozite","Cu<sup>2+</sup>(UO<sub>2</sub>)<sub>3</sub>(Se<sup>4+</sup>O<sub>3</sub>)<sub>2</sub>O<sub>2</sub>·8H<sub>2</sub>O","Cu U O Se H","1968","Approved"," "," ","orthorhombic","Pbn2_1","Mhz","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Martinandresite","Martinandresite","Ba<sub>2</sub>(Al<sub>4</sub>Si<sub>12</sub>O<sub>32</sub>)·10H<sub>2</sub>O","Ba Al Si O H","2017","Approved","Not in a structural group"," ","orthorhombic","Pmmn","Mad","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Martinite","Martinite","(Na,<span style=""border: 1px solid #333; font-size:7px;"">   </span>,Ca)<sub>12</sub>Ca<sub>4</sub>(Si,S,B)<sub>14</sub>B<sub>2</sub>O<sub>38</sub>(OH,Cl)<sub>2</sub>F<sub>2</sub>·4H<sub>2</sub>O","Na Ca Si S B O H Cl F","2001","Approved","Gyrolite"," ","triclinic","P-1","Mrt","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Martyite","Martyite","Zn<sub>3</sub>V<sub>2</sub>O<sub>7</sub>(OH)<sub>2</sub>·2H<sub>2</sub>O","Zn V O H","2007","Approved","Volborthite"," ","hexagonal","P-3m1","Myi","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Marumoite","Marumoite","Pb<sub>32</sub>As<sub>40</sub>S<sub>92</sub>","Pb As S","1998","Approved"," "," ","monoclinic","P2_1","Mrm","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Maruyamaite","Maruyamaite","K(MgAl<sub>2</sub>)(Al<sub>5</sub>Mg)(BO<sub>3</sub>)<sub>3</sub>(Si<sub>6</sub>O<sub>18</sub>)(OH)<sub>3</sub>O","K Mg Al B O Si H","2013","Approved","Tourmaline"," ","hexagonal","R3m","Mry","Abiotic, Secondary; Stage 5: Initiation of plate tectonics, PM39 - High-P metamorphism"
"Mascagnite","Mascagnite","(NH<sub>4</sub>)<sub>2</sub>(SO<sub>4</sub>)","N H S O","1800","Approved,Grandfathered","Arcanite"," ","orthorhombic","Pnam","Msc","Abiotic, Biotic, Primary, Secondary; Stage 3b: Earth's earliest hydrosphere, PM14 - Hot springs & geysers, Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, PM52 - Guano- and urine-derived minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals, PM55 - Anthropogenic mine minerals"
